employer,jan,feb,mar,apr,may,total,months_active,avg_per_month,size_category
Logitech Ireland Services Limited,1,0,2,0,0,3,2,1.5,2-5 permits
Lohan & Donnelly Limited,0,0,1,0,0,1,1,1.0,1 permit
Lombard Lunch Catering LTD,0,0,0,1,0,1,1,1.0,1 permit
Lonergan Farm and Edward Lonergan,0,0,0,0,1,1,1,1.0,1 permit
Long Yue Limited,0,1,0,0,1,2,2,1.0,2-5 permits
Longcourt Hospitality Limited,0,0,1,0,0,1,1,1.0,1 permit
Loong Ying Chin,1,0,1,0,0,2,2,1.0,2-5 permits
Loose Joints Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Lotkeys Limited,1,0,0,0,0,1,1,1.0,1 permit
Lotts Production Limited,1,0,0,1,1,3,3,1.0,2-5 permits
Lotus Automation Ireland Ltd,2,0,0,0,2,4,2,2.0,2-5 permits
Lotus Care Limited,6,0,0,4,0,10,2,5.0,6-20 permits
Loughrea Restaurant Limited,0,0,1,0,0,1,1,1.0,1 permit
Louis Fitzgerald Hotel Limited,0,1,0,0,0,1,1,1.0,1 permit
Louth Meath Mental Health Services,1,0,0,0,0,1,1,1.0,1 permit
Lower Ormond Veterinary Services Ltd,1,0,0,0,0,1,1,1.0,1 permit
LPM Bohemia Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
LPM Contracting Limited,0,1,0,0,0,1,1,1.0,1 permit
LSJ Care Ltd,0,1,0,2,1,4,3,1.3,2-5 permits
LSM Engineering Limited,0,1,0,0,0,1,1,1.0,1 permit
LTH Online Marketplaces Limited,1,0,0,0,0,1,1,1.0,1 permit
LTI Mindtree Limited,0,0,0,2,0,2,1,2.0,2-5 permits
Luail Ireland's National Dance Company,1,0,0,0,0,1,1,1.0,1 permit
Luke Bogue Enterprises Unlimited Company,1,0,0,0,0,1,1,1.0,1 permit
Luke Dunne Civil Limited,0,2,2,0,0,4,2,2.0,2-5 permits
Luke Prendergast,0,0,0,1,0,1,1,1.0,1 permit
Luna Lux LLC,0,0,0,1,0,1,1,1.0,1 permit
Lunarium Property Holdings Limited,1,0,0,0,0,1,1,1.0,1 permit
Lunarlex Limited,0,0,0,0,1,1,1,1.0,1 permit
Lunestown Farm Partnership,0,0,1,0,0,1,1,1.0,1 permit
Luttrellstown Castle Unlimited Company,0,1,0,0,0,1,1,1.0,1 permit
Luxury Journey Limited,1,0,0,0,1,2,2,1.0,2-5 permits
Luxury Treats Limited,1,0,0,0,0,1,1,1.0,1 permit
LWJ Caulfield Limited,2,0,0,0,0,2,1,2.0,2-5 permits
LWL Catering Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Lxmi Limited,0,0,1,0,0,1,1,1.0,1 permit
Lycamobile Ireland Limited,0,2,1,0,0,3,2,1.5,2-5 permits
Lyndonmont Limited,0,0,0,0,1,1,1,1.0,1 permit
Lynfrae Trading Company Ltd,0,0,1,0,0,1,1,1.0,1 permit
Lynmara Healthcare Limited,1,1,0,1,0,3,3,1.0,2-5 permits
Lystoll Lodge Nursing Home Ltd,0,1,0,1,1,3,3,1.0,2-5 permits
"M & S Cotter Construction, Building & Civil Engineering Limited",0,0,0,0,1,1,1,1.0,1 permit
M & W Fine Cuisine Limited,0,0,0,1,0,1,1,1.0,1 permit
M and N Staff Agency Limited,0,0,0,3,0,3,1,3.0,2-5 permits
M J Kehoe Transport Ltd,1,0,0,0,0,1,1,1.0,1 permit
M Wright & Sons Seafood Limited,0,0,0,0,1,1,1,1.0,1 permit
M&M Moore Limited,1,2,0,1,0,4,3,1.3,2-5 permits
M&N HOSPITALITY LIMITED,1,0,0,0,0,1,1,1.0,1 permit
M&T Enterprises Limited,0,1,0,0,0,1,1,1.0,1 permit
M. Corduff Travel (Rossport) Limited,0,0,4,1,0,5,2,2.5,2-5 permits
M. Heffernan Engineering Limited,3,1,0,0,0,4,2,2.0,2-5 permits
M.EDIA,0,1,0,0,0,1,1,1.0,1 permit
M.H.L. Events Management Limited,0,0,1,1,0,2,2,1.0,2-5 permits
M.J. Quinn Unlimited Company,0,2,2,0,0,4,2,2.0,2-5 permits
M.J. Sheehan Limited,1,0,0,0,0,1,1,1.0,1 permit
M.R. Concrete (Ireland) Limited,0,0,0,0,2,2,1,2.0,2-5 permits
M.T.S. Ltd,0,0,1,2,0,3,2,1.5,2-5 permits
M50 Ground Support Equipment Ltd,0,0,0,0,1,1,1,1.0,1 permit
MAAP Childcare Limited,0,0,0,2,0,2,1,2.0,2-5 permits
Maccarr Livestock Ltd,0,2,0,0,0,2,1,2.0,2-5 permits
Mackessy Technology Limited,0,1,0,0,0,1,1,1.0,1 permit
Maclochlainn (Roadmarkings) Ltd,0,1,0,0,0,1,1,1.0,1 permit
MacNi Limited,0,0,1,0,0,1,1,1.0,1 permit
MacTivate Limited,0,1,0,0,0,1,1,1.0,1 permit
Madame Pho Ie Limited,0,1,1,0,0,2,2,1.0,2-5 permits
Maddens Bridge Company Limited,0,0,0,1,0,1,1,1.0,1 permit
Madra Entertainment Limited,0,0,0,6,0,6,1,6.0,6-20 permits
Magee Premier Business Solution Limited,0,0,0,1,0,1,1,1.0,1 permit
Magellan Aviation Services Limited,0,0,0,0,1,1,1,1.0,1 permit
Magh Nala Limited,1,0,0,0,0,1,1,1.0,1 permit
Magna International Autolaunch Ireland Limited,0,1,0,1,0,2,2,1.0,2-5 permits
Maguire Business Limited,0,1,0,0,0,1,1,1.0,1 permit
Mahad Catering Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Mahajan Services Limited,0,0,0,0,1,1,1,1.0,1 permit
Mahamaya Ltd,0,0,0,1,0,1,1,1.0,1 permit
Mai Asian Street Food Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Mainline Power Limited,3,1,1,3,0,8,4,2.0,6-20 permits
Maisonbeech Limited,0,2,3,0,1,6,3,2.0,6-20 permits
Majestic Restaurants Limited,0,0,0,1,0,1,1,1.0,1 permit
Makihouse Limited,1,0,0,0,0,1,1,1.0,1 permit
Mal Business Services Limited,0,0,0,1,0,1,1,1.0,1 permit
Mala Asian Street Food Limited,0,0,0,1,0,1,1,1.0,1 permit
Malachy Dowd,0,0,0,0,1,1,1,1.0,1 permit
Malahide Cricket Club Trustee Company Limited By Guarantee,0,1,1,0,0,2,2,1.0,2-5 permits
Malanaphy Machinery Ltd,1,1,1,0,0,3,3,1.0,2-5 permits
Mallinckrodt Medical Unlimited Company,0,0,0,2,0,2,1,2.0,2-5 permits
Mallow Road Motors (Cork) Ltd,6,1,0,0,0,7,2,3.5,6-20 permits
Malone Farm Machinery Limited,1,0,1,0,1,3,3,1.0,2-5 permits
Man Lee Catering Limited,0,0,1,0,0,1,1,1.0,1 permit
Mana Tiaki Limited,0,0,1,0,0,1,1,1.0,1 permit
Managed Automotive Repair Network Ltd,1,0,0,0,0,1,1,1.0,1 permit
Manguard Plus Limited,0,2,2,0,0,4,2,2.0,2-5 permits
Manning Asian Food Limited,0,0,1,0,0,1,1,1.0,1 permit
Mannok Cement Limited,1,1,0,1,0,3,3,1.0,2-5 permits
Mannok Pack Ltd,11,2,1,2,2,18,5,3.6,6-20 permits
Maples Fund Management Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
MAR ACCOUNTING SERVICES LIMITED,0,0,0,1,0,1,1,1.0,1 permit
Maracrest Limited,0,1,0,3,4,8,3,2.7,6-20 permits
Marble & Granite Supplies Ltd,1,0,0,0,0,1,1,1.0,1 permit
Marchford Limited,0,0,1,0,0,1,1,1.0,1 permit
Marcoh Care Limited,0,0,0,2,0,2,1,2.0,2-5 permits
Mardukh DAC,2,7,0,0,0,9,2,4.5,6-20 permits
Maria Goretti Nursing Home,0,1,0,0,0,1,1,1.0,1 permit
Maridam Construction & Civil Engineering Limited,0,0,0,0,1,1,1,1.0,1 permit
Marieanne Hospitality Limited,1,0,0,0,0,1,1,1.0,1 permit
Maritime Tourism Limited,0,0,0,1,0,1,1,1.0,1 permit
Mark Cadam Ltd,0,0,0,0,1,1,1,1.0,1 permit
Mark Smith Building Contractor,0,0,1,0,0,1,1,1.0,1 permit
Market Alley Bars Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Markhor club LTD,0,0,0,0,1,1,1,1.0,1 permit
Martin & Michael Slattery,1,0,0,0,0,1,1,1.0,1 permit
Martin & Patrick Hickey,0,0,0,0,1,1,1,1.0,1 permit
Martin Joyce Scaffolding Limited,0,0,0,1,0,1,1,1.0,1 permit
Martin Lavelle Electrical Contractors Limited,1,0,0,0,0,1,1,1.0,1 permit
Martin Ryan Haulage Limited,3,1,0,1,4,9,4,2.2,6-20 permits
Martyn Engineering (Shrule) Ltd,0,1,0,0,0,1,1,1.0,1 permit
Maru Creative Limited,0,0,0,2,1,3,2,1.5,2-5 permits
Mary Conway & John Conway,0,0,0,0,1,1,1,1.0,1 permit
Mary Immaculate College,2,0,0,0,0,2,1,2.0,2-5 permits
Mary Lava Cafe Limited,0,1,0,0,0,1,1,1.0,1 permit
Maryborough Nursing Home Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Massey View Farms Ltd,0,0,0,0,1,1,1,1.0,1 permit
Massimiliano Vacca,0,1,0,0,0,1,1,1.0,1 permit
Master Foodway Limited,0,1,0,0,0,1,1,1.0,1 permit
MasterCard Ireland Limited,9,4,4,4,7,28,5,5.6,21-100 permits
Mastertech Group Ltd,1,0,0,0,0,1,1,1.0,1 permit
Mater Misericordiae University Hospital,3,2,1,1,3,10,5,2.0,6-20 permits
Mater Private Cork,1,0,1,1,0,3,3,1.0,2-5 permits
Mater Private Hospital Unlimited Company,6,0,0,2,1,9,3,3.0,6-20 permits
Matflo Engineering Limited,2,1,0,0,0,3,2,1.5,2-5 permits
Matt The Threshers Limited,0,0,1,0,0,1,1,1.0,1 permit
Matthew & Son Cafe Limited,0,0,0,1,0,1,1,1.0,1 permit
Maty Catering Limited,0,0,0,1,0,1,1,1.0,1 permit
Maul Farm Limited,1,0,0,0,0,1,1,1.0,1 permit
Maunsells Garage Ltd,1,0,0,0,0,1,1,1.0,1 permit
Maureen Healy,3,0,0,0,0,3,1,3.0,2-5 permits
Max Healthcare PVT LTD,0,0,0,1,0,1,1,1.0,1 permit
Max Wellbeing Limited,1,0,0,0,0,1,1,1.0,1 permit
Maya Foods Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
Maya Foods Liffey Valley Limited,0,0,0,0,1,1,1,1.0,1 permit
Mayesha Limited,1,0,0,0,0,1,1,1.0,1 permit
Maylin Dental Ltd,1,0,0,0,0,1,1,1.0,1 permit
Maynooth Lodge Nursing Home Limited,1,0,2,1,0,4,3,1.3,2-5 permits
Maynooth Meat Processors Unlimited Company,0,0,0,0,5,5,1,5.0,2-5 permits
Mayo Mental Health Services,1,1,0,1,0,3,3,1.0,2-5 permits
Mayo University Hospital,2,1,1,1,9,14,5,2.8,6-20 permits
Mazeppa Limited,0,0,1,4,0,5,2,2.5,2-5 permits
Maztech Machine Tools Limited,0,0,0,0,1,1,1,1.0,1 permit
Mbks Distribution Limited,0,1,0,0,0,1,1,1.0,1 permit
Mbryonics Limited,1,0,1,0,5,7,3,2.3,6-20 permits
MC BRIDE ACCOUNTANTS LIMITED,0,1,0,0,0,1,1,1.0,1 permit
Mc Kenna Mushrooms Limited,0,0,0,4,1,5,2,2.5,2-5 permits
MC Nena Construction Ltd,0,0,0,0,1,1,1,1.0,1 permit
McAdam Design (Ireland) Limited,0,0,1,0,1,2,2,1.0,2-5 permits
McAfee Ireland Limited,0,0,0,1,1,2,2,1.0,2-5 permits
McAree Engineering Works Ltd,0,6,0,0,0,6,1,6.0,6-20 permits
McCambridge Unlimited Company,0,0,1,0,0,1,1,1.0,1 permit
McCarren Meats Unlimited Company,0,0,0,25,0,25,1,25.0,21-100 permits
McCarthy Keville O'Sullivan,0,0,0,0,1,1,1,1.0,1 permit
McCoy Motors Limited,0,0,0,0,1,1,1,1.0,1 permit
McCulla (Ireland) Limited,0,3,0,0,1,4,2,2.0,2-5 permits
MCD Garden Sheds Ltd,0,0,15,4,0,19,2,9.5,6-20 permits
McDermott Laboratories Limited,0,0,1,2,2,5,3,1.7,2-5 permits
McDonald International Ltd,0,2,0,0,0,2,1,2.0,2-5 permits
Mcdonnell Hospitality Limited,0,0,1,1,0,2,2,1.0,2-5 permits
McElchar International Transport Limited,1,0,0,0,0,1,1,1.0,1 permit
McElvaney Motors Limited,1,1,0,0,0,2,2,1.0,2-5 permits
McElwain Scaffolding Ltd,0,0,0,4,2,6,2,3.0,6-20 permits
MCGA Limited,0,1,3,6,7,17,4,4.2,6-20 permits
MCGA Limited T/A Orwell Queen of Peace,3,3,4,1,2,13,5,2.6,6-20 permits
McGraths Concrete Products Ltd,5,0,1,3,1,10,4,2.5,6-20 permits
McGroddy Brennan LLP Solicitors,0,1,0,0,0,1,1,1.0,1 permit
McGuire by Eterna Limited,1,0,0,0,0,1,1,1.0,1 permit
McHale Engineering Unlimited Company,2,0,0,0,1,3,2,1.5,2-5 permits
MCJ Retail Limited,0,1,0,1,0,2,2,1.0,2-5 permits
McKesson Cork Business Solutions Unlimited Company,3,1,2,2,2,10,5,2.0,6-20 permits
McLernon Computers Limited,1,0,0,0,0,1,1,1.0,1 permit
McLoughlin & Sons Hardware Limited,1,0,0,0,0,1,1,1.0,1 permit
Mcmahon and Nagle Environmental Limited,0,0,1,0,0,1,1,1.0,1 permit
McMahon's Concrete Products Ltd,0,0,0,8,0,8,1,8.0,6-20 permits
McMorrow Haulage,0,0,0,1,0,1,1,1.0,1 permit
McNallys Pharmacy365 Ltd,1,0,0,0,0,1,1,1.0,1 permit
Mcor Cost Consultants,0,0,1,0,0,1,1,1.0,1 permit
MCR Outsourcing Limited,0,0,1,2,3,6,3,2.0,6-20 permits
McSorleys Ranelagh Ltd,0,0,0,1,0,1,1,1.0,1 permit
McSweeney Bros Contracts Limited,0,2,0,0,0,2,1,2.0,2-5 permits
McTigue Quarrys Limited,1,0,0,0,0,1,1,1.0,1 permit
MD JASHIM UDDIN,0,0,1,0,0,1,1,1.0,1 permit
MD7 International (Telecommunications) Limited,0,0,1,0,0,1,1,1.0,1 permit
MDS Commercial Centre Europe Ltd,0,0,0,1,0,1,1,1.0,1 permit
Meade & Madden Limited,0,0,1,0,0,1,1,1.0,1 permit
Meade Potato Company UL,0,0,1,0,0,1,1,1.0,1 permit
Meadowfresh Foods (Tallow) Limited,2,3,0,0,0,5,2,2.5,2-5 permits
MEAS Ireland (Betatherm) Limited,0,1,0,0,0,1,1,1.0,1 permit
Meastelo Ltd,0,0,0,0,1,1,1,1.0,1 permit
Mechanical Advanced Manufacturing Solutions Ltd,0,0,0,1,1,2,2,1.0,2-5 permits
Mediavest Ltd,1,0,0,0,0,1,1,1.0,1 permit
Medicall Ambulance Limited,0,1,0,0,0,1,1,1.0,1 permit
Medicore Medical Services,0,0,1,0,0,1,1,1.0,1 permit
Medisize Ireland Ltd,0,1,0,0,0,1,1,1.0,1 permit
Medray Imaging Systems Ltd,0,0,0,0,1,1,1,1.0,1 permit
Medsena Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Medtronic Vascular Galway Unlimited Company,0,0,1,0,2,3,2,1.5,2-5 permits
Mee Ting Tang,0,0,0,1,0,1,1,1.0,1 permit
Megazyme International Ireland Ltd,0,0,2,0,0,2,1,2.0,2-5 permits
Mekong Asian Food Limited,0,0,1,0,0,1,1,1.0,1 permit
Mel Building Services Limited,0,3,0,1,0,4,2,2.0,2-5 permits
Melchior Bloodstock Limited,0,0,0,1,0,1,1,1.0,1 permit
Melendez Shannon Hospitality Services Ltd,1,0,0,0,0,1,1,1.0,1 permit
"Mental Health Services, Cork and Kerry",1,1,0,0,0,2,2,1.0,2-5 permits
Merative Healthcare Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Mercer (Ireland) Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Merchants Arch Restaurants Company Limited,1,0,0,0,0,1,1,1.0,1 permit
Merck Millipore Limited,0,0,0,1,0,1,1,1.0,1 permit
Merck Sharp & Dohme Ireland (Human Health) Limited,0,0,0,1,0,1,1,1.0,1 permit
Mercury Engineering Limited,0,3,0,0,1,4,2,2.0,2-5 permits
Mercy University Hospital,1,2,1,4,5,13,5,2.6,6-20 permits
Mergon International,0,0,1,0,0,1,1,1.0,1 permit
Merrion Cricket Club,0,0,0,0,1,1,1,1.0,1 permit
Merrion Row Restaurants limited,2,0,0,0,0,2,1,2.0,2-5 permits
Mertol Vision Limited,0,0,0,1,1,2,2,1.0,2-5 permits
Mertonfield Limited,0,1,2,1,0,4,3,1.3,2-5 permits
Mervue Laboratories Limited,1,0,0,0,1,2,2,1.0,2-5 permits
Mesh Security Limited,0,0,0,0,1,1,1,1.0,1 permit
Mesopotamia Barber and Beauty Limited,0,1,0,1,0,2,2,1.0,2-5 permits
Meta Platforms Ireland Limited,12,8,2,4,7,33,5,6.6,21-100 permits
Metalworks Fabrication Limited,0,1,1,0,0,2,2,1.0,2-5 permits
Metec Engineering Ltd,0,0,1,0,0,1,1,1.0,1 permit
MetLife Services EEIG,0,0,0,0,1,1,1,1.0,1 permit
Metropole Operators Limited,0,0,0,1,0,1,1,1.0,1 permit
Mezzo Music Academy Ltd,1,0,0,0,0,1,1,1.0,1 permit
MF Wang Limited,0,0,0,1,0,1,1,1.0,1 permit
MG Lifecare Limited,0,0,1,0,0,1,1,1.0,1 permit
MGM Clinic Ltd,0,1,0,0,0,1,1,1.0,1 permit
MGM Farm Partnership,1,0,0,0,0,1,1,1.0,1 permit
MGMT Consultants Ltd,1,0,0,1,0,2,2,1.0,2-5 permits
MGS Manufacturing Group Ltd,0,0,1,0,0,1,1,1.0,1 permit
MHLB Limited,1,1,0,2,1,5,4,1.2,2-5 permits
Mia Investments Limited,0,0,0,1,0,1,1,1.0,1 permit
Miagen Limited,0,0,1,0,0,1,1,1.0,1 permit
Miami Cafe Dun Laoghaire Limited,0,0,0,0,1,1,1,1.0,1 permit
Michael & Nuala Cormican,0,0,3,0,1,4,2,2.0,2-5 permits
Michael and Theresa Curtin,0,0,1,0,0,1,1,1.0,1 permit
Michael Carroll,3,4,3,3,3,16,5,3.2,6-20 permits
Michael Collins Associates Limited,1,0,1,1,1,4,4,1.0,2-5 permits
Michael Cronin (Readymix) Unlimited Company,1,0,0,0,6,7,2,3.5,6-20 permits
Michael Cronin Farm Enterprises Ltd,0,0,0,0,1,1,1,1.0,1 permit
Michael Dixon International Transport Limited,0,0,1,0,0,1,1,1.0,1 permit
Michael Donoghue & Sons Ltd,0,0,0,1,0,1,1,1.0,1 permit
Michael Doyle Civil Engineering Ltd,1,0,0,0,0,1,1,1.0,1 permit
Michael F Quirke & Sons,0,0,0,0,1,1,1,1.0,1 permit
Michael Farrelly,0,0,0,0,1,1,1,1.0,1 permit
Michael Friel Architects & Surveyors Limited,0,0,1,0,0,1,1,1.0,1 permit
Michael Harrington Plant Hire (Beara) Limited,3,1,0,0,0,4,2,2.0,2-5 permits
Michael Hetherton Architectural & Engineering Services Limited,0,0,0,1,0,1,1,1.0,1 permit
Michael J Scannell & Co Limited,0,0,1,0,0,1,1,1.0,1 permit
Michael Kennedy,0,0,2,0,0,2,1,2.0,2-5 permits
Michael Nolan,0,0,1,0,0,1,1,1.0,1 permit
Michael O’Callaghan Racing Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Michael Ryan and Andrew Fogarty,0,0,0,1,0,1,1,1.0,1 permit
Michael Walsh Autos Ltd,0,0,0,1,0,1,1,1.0,1 permit
Michael Ward Andrew Clarke,0,0,1,0,0,1,1,1.0,1 permit
Michael White Pump and Dairy Services Limited,0,0,0,0,1,1,1,1.0,1 permit
Microbyte Limited,0,0,1,0,0,1,1,1.0,1 permit
Microchip Technology Ireland Limited,0,0,0,0,2,2,1,2.0,2-5 permits
Micron Agritech Limited,1,0,0,0,0,1,1,1.0,1 permit
Microsoft Ireland Operations Limited,5,2,3,3,5,18,5,3.6,6-20 permits
Microsoft Ireland Research Unlimited Company,7,4,16,12,17,56,5,11.2,21-100 permits
Microsoft RL Unlimited Company,0,0,0,0,1,1,1,1.0,1 permit
Mid Cork Pallets & Packaging Limited,0,0,0,0,1,1,1,1.0,1 permit
Mid West Healthcare Limited,0,1,1,0,4,6,3,2.0,6-20 permits
Midland Engineering Profiles Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Midland Regional Hospital at Tullamore,2,0,2,3,12,19,4,4.8,6-20 permits
Midland Steel Reinforcement Supplies Ltd,1,3,0,9,2,15,4,3.8,6-20 permits
Milani Immigration Consultant,0,0,0,1,1,2,2,1.0,2-5 permits
Mile Tree Farms Limited,0,1,0,0,0,1,1,1.0,1 permit
Milford Consulting Group Ltd,0,0,1,0,0,1,1,1.0,1 permit
Milgan & Dilgan Limited,0,0,0,1,0,1,1,1.0,1 permit
Milky Paws Limited,0,0,0,0,1,1,1,1.0,1 permit
Mill Park Hotel Ltd,0,1,0,0,1,2,2,1.0,2-5 permits
Millbrae Lodge Nursing Home Limited,1,0,2,1,0,4,3,1.3,2-5 permits
Millenium Walk DAC,0,0,0,1,0,1,1,1.0,1 permit
Miller Bros Stone Development Co. Ltd.,0,0,1,0,2,3,2,1.5,2-5 permits
Millie Mac Limited,0,1,0,0,0,1,1,1.0,1 permit
Millmount Healthcare Limited,1,0,0,0,0,1,1,1.0,1 permit
Milltown Inns Ltd,0,0,0,1,0,1,1,1.0,1 permit
Milltown Mushrooms Limited,0,0,1,0,0,1,1,1.0,1 permit
Milner Browne (Ireland) Limited,1,0,0,0,0,1,1,1.0,1 permit
MILSEOGA UÍ MHURCHÚ IDIRNÁISUNTA TEORANTA,0,0,1,0,0,1,1,1.0,1 permit
Minana International Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Ming and Long Construction Limited,0,0,1,0,0,1,1,1.0,1 permit
Minnatrix Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Mirha & Aliha Limited,2,0,0,3,0,5,2,2.5,2-5 permits
Mishal Limited,0,1,0,0,0,1,1,1.0,1 permit
Miss Yan Lin,0,0,0,0,1,1,1,1.0,1 permit
MJZ Technology Limited,0,1,0,0,0,1,1,1.0,1 permit
MM Equipment Services Limited,0,0,0,0,1,1,1,1.0,1 permit
MM Fiber Packaging Ireland Limited,1,0,0,0,0,1,1,1.0,1 permit
Mobile Medical Diagnostics Limited,0,0,0,1,0,1,1,1.0,1 permit
Modelworks Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Modern Morsels Limited,0,0,0,0,1,1,1,1.0,1 permit
Modern Soul Ltd,0,1,0,0,0,1,1,1.0,1 permit
Molaga Piggeries Ltd,0,0,0,1,0,1,1,1.0,1 permit
Molihan TSP Ltd.,0,0,0,2,0,2,1,2.0,2-5 permits
Monaghan County Council,0,0,0,1,0,1,1,1.0,1 permit
Monaghan Mushrooms Ireland UC,2,5,3,9,0,19,4,4.8,6-20 permits
Monal Food Restaurant Limited,0,0,1,0,0,1,1,1.0,1 permit
Monami Construction Ltd,0,0,0,1,0,1,1,1.0,1 permit
Monard Engineering Limited,0,1,0,0,0,1,1,1.0,1 permit
Monart House Hotel Limited,1,0,0,0,0,1,1,1.0,1 permit
Monasterevin Motors Limited,1,1,1,0,0,3,3,1.0,2-5 permits
Moneydurtlow Farms Limited,0,0,0,1,0,1,1,1.0,1 permit
Moneydurtlow Quarries Limited,0,0,0,1,0,1,1,1.0,1 permit
MongoDB Limited,4,1,2,0,2,9,4,2.2,6-20 permits
Monica Campbell Limited/Little Rainbows Donaghmede,0,0,1,0,0,1,1,1.0,1 permit
Monzio Limited,0,1,0,0,0,1,1,1.0,1 permit
Moocall Ltd,1,0,0,0,0,1,1,1.0,1 permit
Moody Cuisine Limited,0,0,0,1,0,1,1,1.0,1 permit
Moon Light Catering Limited,0,0,0,1,1,2,2,1.0,2-5 permits
Mooncoin RCC Ltd,1,4,0,0,0,5,2,2.5,2-5 permits
Moondigua Farms LTD,0,1,0,0,0,1,1,1.0,1 permit
Moore and Moore Partners Limited,0,1,0,0,0,1,1,1.0,1 permit
Moore SeaFoods Limited,0,0,1,0,0,1,1,1.0,1 permit
Moorehall Healthcare (Drogheda) Limited,0,0,0,0,1,1,1,1.0,1 permit
Moorehall Living Limited,1,0,0,0,2,3,2,1.5,2-5 permits
Morbid Productions Designated Activity Company,10,2,0,3,1,16,4,4.0,6-20 permits
Moreish Pizza Limited,1,0,0,0,0,1,1,1.0,1 permit
Morenane Transport Limited,0,0,1,0,0,1,1,1.0,1 permit
Mori King Limited,0,0,1,0,0,1,1,1.0,1 permit
Morley Walsh Consulting Engineers,0,1,0,0,0,1,1,1.0,1 permit
Morristown Lattin Bloodstock Limited,1,0,0,0,0,1,1,1.0,1 permit
Mortons of Galway,1,0,0,0,0,1,1,1.0,1 permit
Moscato Limited,1,0,0,0,0,1,1,1.0,1 permit
Mossies Peak Limited,0,0,0,1,0,1,1,1.0,1 permit
Motor Import Unlimited Company,0,0,0,0,2,2,1,2.0,2-5 permits
Motorola Solutions Ireland Ltd,0,0,0,1,1,2,2,1.0,2-5 permits
Mott MacDonald Ireland Limited,0,3,1,1,1,6,4,1.5,6-20 permits
Motver Ltd.,1,0,0,0,0,1,1,1.0,1 permit
Mount Congreve Farm Limited,1,0,0,0,0,1,1,1.0,1 permit
Mount Herbert Limited,0,1,0,1,0,2,2,1.0,2-5 permits
Mount Hybla Nursing Home Limited,0,2,0,1,4,7,3,2.3,6-20 permits
Mount Leinster Haulage Ltd,0,2,0,0,0,2,1,2.0,2-5 permits
Mountain Lodge Nursing Home Limited,1,1,0,0,2,4,3,1.3,2-5 permits
Mountain View Construction Ltd,0,0,1,0,0,1,1,1.0,1 permit
Mowlam Healthcare Services Unlimited Company,1,1,0,70,26,98,4,24.5,21-100 permits
Moyee International Limited,0,1,0,0,0,1,1,1.0,1 permit
Moyglare Nursing Home Limited,0,3,2,5,0,10,3,3.3,6-20 permits
Moyken Management Ltd,1,0,0,0,0,1,1,1.0,1 permit
Moyvalley Meats (IRL) Unlimited Company,0,0,0,1,0,1,1,1.0,1 permit
MPC Civil Engineering Limited,0,0,1,0,0,1,1,1.0,1 permit
MPC Learning Tree Crèche and Montessori CLG,0,1,0,1,0,2,2,1.0,2-5 permits
MPM Nursing Home Limited,0,0,2,0,0,2,1,2.0,2-5 permits
MPQ Design Ltd,0,0,0,1,0,1,1,1.0,1 permit
Mr Andrew Slattery,0,3,0,0,0,3,1,3.0,2-5 permits
Mr Antony Horan,0,1,0,0,0,1,1,1.0,1 permit
Mr Asad Ali Bhatti,0,0,0,0,1,1,1,1.0,1 permit
Mr Binman,0,1,0,0,0,1,1,1.0,1 permit
Mr Cathal Roche,0,1,0,1,0,2,2,1.0,2-5 permits
Mr Chen Chinese Takeaway Limited,1,0,0,0,0,1,1,1.0,1 permit
Mr Christopher Kenny,0,1,0,0,0,1,1,1.0,1 permit
Mr Derek Joseph Gallagher,0,0,1,0,0,1,1,1.0,1 permit
Mr Guang Qian Yu,1,0,0,0,0,1,1,1.0,1 permit
Mr John Berry,0,0,0,0,1,1,1,1.0,1 permit
Mr John Tuthill,2,0,0,0,0,2,1,2.0,2-5 permits
Mr Kam Tim Ng,1,0,0,0,0,1,1,1.0,1 permit
Mr Mingli Xie,1,0,0,0,0,1,1,1.0,1 permit
Mr Moazzam Rafique,0,1,0,0,0,1,1,1.0,1 permit
Mr Paschal Farrell,0,0,0,1,0,1,1,1.0,1 permit
Mr Patrick Connolly,0,1,0,0,0,1,1,1.0,1 permit
Mr Robert Pawel Wicher,1,0,0,0,0,1,1,1.0,1 permit
Mr Yasir Iqbal,0,0,0,0,1,1,1,1.0,1 permit
Mr. Derek Merrins,0,0,2,0,0,2,1,2.0,2-5 permits
